,bathrooms,bedrooms,city,country,currency,dateSold,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,lotAreaUnit,lotAreaValue,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zestimate,zipcode,zpid,unit,listing_sub_type.is_FSBA,isRentalWithBasePrice,rentalMarketingSubType,rentalR4RRoommateCount,videoCount,newConstructionType,listing_sub_type.is_newHome,datePriceChanged,priceChange,priceReduction,providerListingID,listing_sub_type.is_bankOwned,contingentListingType
682,8.0,12.0,Seattle,USA,USD,2023-06-22 07:00:00,335,RECENTLY_SOLD,RECENTLY_SOLD,MULTI_FAMILY,https://photos.zillowstatic.com/fp/b80db5910545faad4480ac0fcefb43b7-p_e.jpg,False,True,False,False,False,False,False,47.669212,0.0,-122.3714,sqft,5000.688,2000000.0,2000000.0,5450.0,False,WA,1111 NW 56th Street,,28965337000,2124100.0,98107,2110112813,,,,,,,,,,,,,,
683,2.0,4.0,Seattle,USA,USD,2023-06-21 07:00:00,336,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d80efb9f9e3841c12eb97898a0f16b79-p_e.jpg,False,True,False,False,False,False,False,47.672863,2420.0,-122.368065,sqft,3550.14,1388500.0,1388500.0,4500.0,False,WA,847 NW 61st Street,986000.0,29051737000,1492700.0,98107,48672332,,,,,,,,,,,,,,
684,2.0,2.0,Seattle,USA,USD,2023-06-21 07:00:00,336,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/31b78121b9a5d8a89bdce7f6064721b3-p_e.jpg,False,True,False,False,False,False,False,47.672142,1110.0,-122.384254,sqft,1768.536,699950.0,699950.0,3399.0,False,WA,2049 NW 60th Street,641000.0,29051737000,752500.0,98107,48823438,,,,,,,,,,,,,,
685,2.0,2.0,Seattle,USA,USD,2023-06-21 07:00:00,336,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/e23a1c0643adeb2bec7ee09b22934bac-p_e.jpg,False,True,False,False,False,False,False,47.67398,1090.0,-122.37854,sqft,731.808,730000.0,730000.0,3329.0,False,WA,1554 NW 62nd Street,633000.0,29051737000,785300.0,98107,247768203,,,,,,,,,,,,,,
686,1.0,2.0,Seattle,USA,USD,2023-06-21 07:00:00,336,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d83d90bd9c473b26aedf73c07fc3b25d-p_e.jpg,False,True,False,False,False,False,False,47.688442,810.0,-122.37113,sqft,2395.8,675000.0,675000.0,2695.0,False,WA,8053 12th Avenue NW,,29051737000,717000.0,98117,2057463573,,,,,,,,,,,,,,
687,3.0,3.0,Seattle,USA,USD,2023-06-20 07:00:00,337,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/55823c41601e7996e1d8b356a33ca5fc-p_e.jpg,False,True,False,False,False,False,False,47.677155,2934.0,-122.3775,sqft,5100.876,1343000.0,1343000.0,5899.0,False,WA,6540 16th Avenue NW,1067000.0,29138137000,1443900.0,98117,49041030,,,,,,,,,,,,,,
688,3.0,3.0,Seattle,USA,USD,2023-06-20 07:00:00,337,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/2a72599b239043c0fcd19c85dc3d0f99-p_e.jpg,False,True,False,False,False,False,False,47.678024,1530.0,-122.37636,sqft,601.128,859900.0,859900.0,3598.0,False,WA,6705 Mary Avenue NW UNIT A,679000.0,29138137000,925200.0,98117,121564039,# A,,,,,,,,,,,,,
689,3.0,5.0,Seattle,USA,USD,2023-06-16 07:00:00,341,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0c06a0ef3d5e0f86c1f4a47f644abe06-p_e.jpg,False,True,False,False,False,False,False,47.69023,1700.0,-122.379265,sqft,4003.164,920000.0,920000.0,3531.0,False,WA,8353 17th Avenue NW,891000.0,29483737000,989600.0,98117,48676748,,,,,,,,,,,,,,
690,4.0,5.0,Seattle,USA,USD,2023-06-16 07:00:00,341,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1c6605e35da6101cd25a968b2a6f5d0f-p_e.jpg,False,True,False,False,False,False,False,47.678963,3265.0,-122.37924,sqft,5100.876,2345000.0,2345000.0,6392.0,False,WA,6743 17th Avenue NW,1903000.0,29483737000,2522500.0,98117,49041236,,,,,,,,,,,,,,
691,2.0,2.0,Seattle,USA,USD,2023-06-16 07:00:00,341,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/a37e8400cefa204ef2bb6ad6f0b8426e-p_e.jpg,False,True,False,False,False,False,False,47.674355,1090.0,-122.39046,sqft,836.352,775000.0,775000.0,3351.0,False,WA,2605 NW 63rd Street,705000.0,29483737000,834200.0,98107,247769354,,,,,,,,,,,,,,
692,3.0,2.0,Seattle,USA,USD,2023-06-16 07:00:00,341,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/ed167d5d902270f8bd30d49497ec4333-p_e.jpg,False,True,False,False,False,False,False,47.686337,840.0,-122.37429,sqft,1115.136,672000.0,672000.0,2605.0,False,WA,7743 14th Avenue NW UNIT B,,29483737000,714300.0,98117,2058037730,# B,,,,,,,,,,,,,
693,3.0,2.0,Seattle,USA,USD,2023-06-16 07:00:00,341,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/ed167d5d902270f8bd30d49497ec4333-p_e.jpg,False,True,False,False,False,False,False,47.686337,840.0,-122.37429,sqft,1115.136,659000.0,659000.0,2605.0,False,WA,7743 14th Avenue NW UNIT A,,29483737000,700500.0,98117,2058073822,# A,,,,,,,,,,,,,
694,3.0,2.0,Seattle,USA,USD,2023-06-16 07:00:00,341,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/5ac0800a1cf23d40418c476cab8948fe-p_e.jpg,False,True,False,False,False,False,False,47.68637,840.0,-122.3745,sqft,1115.136,657500.0,657500.0,2605.0,False,WA,7745 14th Avenue NW UNIT B,,29483737000,698900.0,98117,2058074203,# B,,,,,,,,,,,,,
695,3.0,3.0,Seattle,USA,USD,2023-06-15 07:00:00,342,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/9c43973611600ae1ea809908d9bf6893-p_e.jpg,False,True,False,False,False,False,False,47.67852,1560.0,-122.37494,sqft,1724.0,850000.0,850000.0,3714.0,False,WA,6724 Alonzo Ave NW,659000.0,29570137000,914500.0,98117,48843610,,,,,,,,,,,,,,
696,4.0,6.0,Seattle,USA,USD,2023-06-15 07:00:00,342,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9f8d7cd319294d123f671e06dc749e7b-p_e.jpg,False,True,False,False,False,False,False,47.674603,4400.0,-122.40299,sqft,5998.212,2290000.0,2290000.0,6243.0,False,WA,3447 NW 64th Street,1823000.0,29570137000,2463600.0,98107,49012824,,,,,,,,,,,,,,
697,3.0,3.0,Seattle,USA,USD,2023-06-15 07:00:00,342,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f1dcdf16e5690801d3c67773de79da2c-p_e.jpg,False,True,False,False,False,False,False,47.684444,1102.0,-122.39551,sqft,6250.86,879000.0,879000.0,3399.0,False,WA,7548 30th Avenue NW,,29570138000,934400.0,98117,2057493715,,,,,,,,,,,,,,
698,3.0,3.0,Seattle,USA,USD,2023-06-14 07:00:00,343,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/64fe9c69d8a3fc7f73798c8884b2b877-p_e.jpg,False,True,False,False,False,False,False,47.67106,1760.0,-122.37319,sqft,801.504,1028000.0,1028000.0,3997.0,False,WA,1156 NW 58th Street,803000.0,29656538000,1106800.0,98107,121994424,,,,,,,,,,,,,,
699,3.0,3.0,Seattle,USA,USD,2023-06-14 07:00:00,343,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/def6b3c5180b9be4765f354bfcc258d8-p_e.jpg,False,True,False,False,False,False,False,47.675514,1719.0,-122.38518,sqft,1250.172,985000.0,985000.0,3994.0,False,WA,2206 A NW 64th Street,,29656538000,1047200.0,98107,2058230806,# A,,,,,,,,,,,,,
700,2.0,3.0,Seattle,USA,USD,2023-06-13 07:00:00,344,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/bacdbbd45f8c2556a353f0f060099631-p_e.jpg,False,True,False,False,False,False,False,47.67023,1560.0,-122.405266,sqft,5771.7,1900000.0,1900000.0,3699.0,False,WA,5631 Seaview Avenue NW,1690000.0,29742938000,2044600.0,98107,48710792,,,,,,,,,,,,,,
701,3.0,2.0,Seattle,USA,USD,2023-06-13 07:00:00,344,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/e4759cc875986d4b49904e36c8948d1f-p_e.jpg,False,True,False,False,False,False,False,47.685394,1089.0,-122.39551,sqft,1406.988,865000.0,865000.0,3399.0,False,WA,7712 30th Avenue NW,,29742938000,919800.0,98117,2058006340,,,,,,,,,,,,,,
702,3.0,2.0,Seattle,USA,USD,2023-06-12 07:00:00,345,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/bc6f0b3b4413b658e3a3dfe2894f9297-p_e.jpg,False,True,False,False,False,False,False,47.667686,1716.0,-122.36533,sqft,1498.464,899950.0,899950.0,3893.0,False,WA,647 NW 54th Street UNIT C,,29829338000,957100.0,98107,2057754867,# C,,,,,,,,,,,,,
703,3.0,4.0,Seattle,USA,USD,2023-06-09 07:00:00,348,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/26ccf6012ace10c77f428f0be32dc8c4-p_e.jpg,False,True,False,False,False,False,False,47.67897,2380.0,-122.393845,sqft,5000.688,1625000.0,1625000.0,4808.0,False,WA,2818 NW 69th Street,1194000.0,30088538000,1749500.0,98117,48888259,,,,,,,,,,,,,,
704,1.0,2.0,Seattle,USA,USD,2023-06-09 07:00:00,348,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1713e31e5f44098170aecd9dec079f78-p_e.jpg,False,True,False,False,False,False,False,47.686127,890.0,-122.3718,sqft,5190.0,775000.0,775000.0,3627.0,False,WA,7733 12th Ave NW,746000.0,30088538000,834400.0,98117,48932945,,,,,,,,,,,,,,
705,2.0,3.0,Seattle,USA,USD,2023-06-09 07:00:00,348,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/7ec0ea7a1bcd4efbe5349b40daf02dd5-p_e.jpg,False,True,False,False,False,False,False,47.673885,1320.0,-122.3626,,,695000.0,695000.0,1895.0,False,WA,6050 5th Avenue NW UNIT 2,641000.0,30088538000,748300.0,98107,49115741,# 2,,,,,,,,,,,,,
706,2.0,2.0,Seattle,USA,USD,2023-06-09 07:00:00,348,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/ac7515b9f428199754f400b5caf5d311-p_e.jpg,False,True,False,False,False,False,False,47.674652,930.0,-122.397934,,,686500.0,686500.0,1872.0,False,WA,6300 32nd Avenue NW UNIT 309,536000.0,30088538000,739100.0,98107,58389054,Apt 309,,,,,,,,,,,,,
707,2.25,3.0,Seattle,USA,USD,2023-06-09 07:00:00,348,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=47.672149658203125,-122.38890075683594&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=wyEivjAVm6hCnta3RHXqPFM8hqk=",False,True,False,False,False,False,False,47.67215,1910.0,-122.3889,sqft,1600.0,1131000.0,1131000.0,4113.0,False,WA,2429B NW 60th St,971000.0,30088538000,1218500.0,98107,129559673,,,,,,,,,,,,,,
708,2.0,3.0,Seattle,USA,USD,2023-06-09 07:00:00,348,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/d50eb3cf87aa97929463ccf802089727-p_e.jpg,False,True,False,False,False,False,False,47.67252,1770.0,-122.379875,sqft,1171.764,1005000.0,1005000.0,4099.0,False,WA,1718 NW 60th Street,853000.0,30088538000,1082700.0,98107,247768135,,,,,,,,,,,,,,
709,3.0,3.0,Seattle,USA,USD,2023-06-09 07:00:00,348,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/2f79e222504759831fa0c0d977731dd0-p_e.jpg,False,True,False,False,False,False,False,47.67215,1820.0,-122.3889,sqft,1598.652,1131000.0,1131000.0,4196.0,False,WA,2429 NW 60th Street UNIT B,,30088538000,1203300.0,98107,2057776276,# B,,,,,,,,,,,,,
710,3.0,3.0,Seattle,USA,USD,2023-06-09 07:00:00,348,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/5a01939e2df424159f545b24ed540fba-p_e.jpg,False,True,False,False,False,False,False,47.678528,1560.0,-122.37492,sqft,1724.976,850000.0,850000.0,3714.0,False,WA,6724 Alonzo Avenue NW UNIT A,,30088538000,904300.0,98117,2068114566,# A,,,,,,,,,,,,,
711,1.0,1.0,Seattle,USA,USD,2023-06-08 07:00:00,349,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/2e5a6880469c2cda7691b3b6d6ed68c4-p_e.jpg,False,True,False,False,False,False,False,47.669846,592.0,-122.37738,,,393000.0,393000.0,1071.0,False,WA,1525 NW 57th Street UNIT 406,399000.0,30174938000,423200.0,98107,54767519,Unit 406,,,,,,,,,,,,,
712,1.0,1.0,Seattle,USA,USD,2023-06-08 07:00:00,349,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/d81ae462ed7effbdac4d1d455e8b3ad2-p_e.jpg,False,True,False,False,False,False,False,47.669823,472.0,-122.387146,,,333000.0,333000.0,917.0,False,WA,5650 24th Avenue NW UNIT 214,360000.0,30174938000,358800.0,98107,80260979,Unit 214,,,,,,,,,,,,,
713,2.0,2.0,Seattle,USA,USD,2023-06-08 07:00:00,349,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/799430162c4d9282fe92a459929a88bb-p_e.jpg,False,True,False,False,False,False,False,47.669662,1086.0,-122.36951,sqft,609.84,699900.0,699900.0,1920.0,False,WA,916 D NW 56th Street,,30174938000,744700.0,98107,2057770303,# D,,,,,,,,,,,,,
714,3.0,4.0,Seattle,USA,USD,2023-06-07 07:00:00,350,RECENTLY_SOLD,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4bec9ee19c39d6c69cc67546a60a1ca0-p_e.jpg,False,True,False,False,False,False,False,47.672253,2201.0,-122.38702,sqft,1428.768,487000.0,1495000.0,,False,WA,2243 NW 60th St,228000.0,30261338000,1516200.0,98107,342979033,,,,,,,BUILDER_SPEC,True,,,,,,
715,2.0,2.0,Seattle,USA,USD,2023-06-07 07:00:00,350,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/d35e779c326ad06ccb1e75860328fa6b-p_e.jpg,False,True,False,False,False,False,False,47.667664,1196.0,-122.36799,sqft,710.028,724999.0,724999.0,3499.0,False,WA,839 NW 54th Street UNIT C,,30261338000,771500.0,98107,2058131273,# C,,,,,,,,,,,,,
716,4.0,5.0,Seattle,USA,USD,2023-06-06 07:00:00,351,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9b03f288f33b5e52984e2bf097e7b87e-p_e.jpg,False,True,False,False,False,False,False,47.68114,3770.0,-122.374985,sqft,5000.688,2460000.0,2460000.0,6710.0,False,WA,7055 Alonzo Avenue NW,1755000.0,30347738000,2649500.0,98117,48672990,,,,,,,,,,,,,,
717,4.0,3.0,Seattle,USA,USD,2023-06-06 07:00:00,351,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/19cb99082dbfbe16ee38a5ce6f000817-p_e.jpg,False,True,False,False,False,False,False,47.67514,1460.0,-122.38698,sqft,1589.94,875000.0,875000.0,3881.0,False,WA,2251 NW 64th Street,880000.0,30347738000,942400.0,98107,48823031,,,,,,,,,,,,,,
718,4.0,5.0,Seattle,USA,USD,2023-06-06 07:00:00,351,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c6f997d46841088e80376eaaeb0b2b7a-p_e.jpg,False,True,False,False,False,False,False,47.67894,3710.0,-122.39775,sqft,5000.688,2350000.0,2350000.0,6410.0,False,WA,3048 NW 69th Street,1806000.0,30347738000,2531000.0,98117,48888221,,,,,,,,,,,,,,
719,2.0,2.0,Seattle,USA,USD,2023-06-06 07:00:00,351,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/e40798e11b33d73cd77ad9a40135dcc5-p_e.jpg,False,True,False,False,False,False,False,47.669807,1060.0,-122.37828,acres,1.0629,615000.0,615000.0,3217.0,False,WA,1545 NW 57th Street UNIT 304,563000.0,30347738000,662400.0,98107,63562009,Unit 304,,,,,,,,,,,,,
720,1.0,1.0,Seattle,USA,USD,2023-06-06 07:00:00,351,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/d8a0a363ce8c470fb456836f096f72b2-p_e.jpg,False,True,False,False,False,False,False,47.66908,792.0,-122.37803,acres,0.9182736455463728,503000.0,503000.0,2092.0,False,WA,1530 NW Market St UNIT 709,507000.0,30347738000,542100.0,98107,83230790,Unit 709,,,,,,,,,,,,,
721,3.0,3.0,Seattle,USA,USD,2023-06-06 07:00:00,351,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/ce18338d32e69e39fc8480a28247bcf8-p_e.jpg,False,True,False,False,False,False,False,47.687897,1642.0,-122.3782,sqft,1481.04,999900.0,999900.0,3834.0,False,WA,8035 B 16th Avenue NW,856000.0,30347738000,920500.0,98117,2058266379,,,,,,,,,,,,,,
722,1.0,1.0,Seattle,USA,USD,2023-06-05 07:00:00,352,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/7f618aa481051d1299641d80d76d786a-p_e.jpg,False,True,False,False,False,False,False,47.668957,794.0,-122.37803,,,489000.0,489000.0,1347.0,False,WA,1530 NW Market Street UNIT 711,497000.0,30434138000,527100.0,98107,83231047,Unit 711,,,,,,,,,,,,,
723,3.0,3.0,Seattle,USA,USD,2023-06-02 07:00:00,355,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a9bb659eb7322e70ec10804baf156cdd-p_e.jpg,False,True,False,False,False,False,False,47.678783,2140.0,-122.40156,sqft,5270.76,1850000.0,1850000.0,4275.0,False,WA,6817 34th Avenue NW,1323000.0,30693338000,1993500.0,98117,48673785,,,,,,,,,,,,,,
724,2.0,4.0,Seattle,USA,USD,2023-06-02 07:00:00,355,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d86248743fbb9ff01c192ba592b1c5b6-p_e.jpg,False,True,False,False,False,False,False,47.671124,2380.0,-122.370316,sqft,5000.688,1210000.0,1210000.0,4737.0,False,WA,938 NW 58th Street,980000.0,30693338000,1303900.0,98107,48823931,,,,,,,,,,,,,,
725,3.0,2.0,Seattle,USA,USD,2023-06-02 07:00:00,355,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/55dddee762c082944d16bec00236a2a6-p_e.jpg,False,True,False,False,False,False,False,47.678574,950.0,-122.37871,sqft,1550.736,725000.0,725000.0,3099.0,False,WA,6730 17th Avenue NW UNIT C,,30693338000,772100.0,98117,2057675570,# C,,,,,,,,,,,,,
726,2.0,2.0,Seattle,USA,USD,2023-05-31 07:00:00,357,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e492d2f067604c459a4d7b1d55b408fd-p_e.jpg,False,True,False,False,False,False,False,47.68583,1690.0,-122.380325,sqft,2400.156,780000.0,780000.0,3499.0,False,WA,7725 18th Avenue NW,706000.0,30866138000,840700.0,98117,48714407,,,,,,,,,,,,,,
727,1.0,2.0,Seattle,USA,USD,2023-05-31 07:00:00,357,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/82bc787bfe2d0e28f02f55b5ecd368a5-p_e.jpg,False,True,False,False,False,False,False,47.6714,840.0,-122.37139,sqft,5000.688,1030000.0,1030000.0,2663.0,False,WA,1111 NW 59th Street,1032000.0,30866138000,986000.0,98107,48823941,,,,,,,,,,,,,,
728,1.5,3.0,Seattle,USA,USD,2023-05-31 07:00:00,357,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/705f95a624c306253c06dc1d9dbc4bbe-p_e.jpg,False,True,False,False,False,False,False,47.685993,1600.0,-122.375824,sqft,5375.0,915000.0,915000.0,3499.0,False,WA,7731 Mary Ave NW,1033000.0,30866138000,1215600.0,98117,48877067,,,,,,,,,,,,,,
729,2.0,1.0,Seattle,USA,USD,2023-05-31 07:00:00,357,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=47.67609405517578,-122.39692687988281&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=8NKzXD3ukLm1RWLAS7K6f4oHkg8=",False,True,False,False,False,False,False,47.676094,2230.0,-122.39693,sqft,5000.688,700000.0,700000.0,3337.0,False,WA,3026 65th Street,796000.0,30866138000,754500.0,98117,48888407,,,,,,,,,,,,,,
730,4.0,3.0,Seattle,USA,USD,2023-05-31 07:00:00,357,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/0ccd3fbaf997aa9028eaee6bec52de2f-p_e.jpg,False,True,False,False,False,False,False,47.667686,1984.0,-122.36533,sqft,1594.296,1150000.0,1150000.0,4500.0,False,WA,647 NW 54th Street UNIT A,,30866138000,1225000.0,98107,2057754866,# A,,,,,,,,,,,,,
731,2.0,3.0,Seattle,USA,USD,2023-05-31 07:00:00,357,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/dabc98126d1d719f72d5182401fd8cb5-p_e.jpg,False,True,False,False,False,False,False,47.67972,1228.0,-122.39816,sqft,1603.008,839950.0,839950.0,4633.0,False,WA,7000 -C 32nd Avenue NW,,30866138000,894700.0,98117,2058264889,,,,,,,,,,,,,,
732,2.0,2.0,Seattle,USA,USD,2023-05-31 07:00:00,357,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/3cfa6ed201de534930862cd6631c372d-p_e.jpg,False,True,False,False,False,False,False,47.66921,1190.0,-122.37032,sqft,1.0,699900.0,699900.0,3329.0,False,WA,937 NW 56th Street UNIT C,,30866138000,745500.0,98107,2059970700,# C,,,,,,,,,,,,,
733,3.0,3.0,Seattle,USA,USD,2023-05-30 07:00:00,358,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/695f51b257c3b19e6628b6ddf8301903-p_e.jpg,False,True,False,False,False,False,False,47.678425,1640.0,-122.37492,sqft,1603.008,1016000.0,1016000.0,3699.0,False,WA,6718 Alonzo Avenue NW,772000.0,30952538000,1095200.0,98117,48843611,,,,,,,,,,,,,,
734,1.0,2.0,Seattle,USA,USD,2023-05-30 07:00:00,358,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/6675afc50af7044922ce37ee91456e76-p_e.jpg,False,True,False,False,False,False,False,47.674774,627.0,-122.375,sqft,5000.688,400000.0,400000.0,2191.0,False,WA,1442 NW 63rd Street UNIT 303,381000.0,30952538000,431400.0,98107,67682103,Apt 303,,,,,,,,,,,,,
735,2.0,3.0,Seattle,USA,USD,2023-05-30 07:00:00,358,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/7f588e4ee2357d2da2473d9e808eaff0-p_e.jpg,False,True,False,False,False,False,False,47.669582,1439.0,-122.368805,sqft,1154.34,844900.0,844900.0,3924.0,False,WA,5603 B 9th Avenue NW,,30952538000,900100.0,98107,2057748324,,,,,,,,,,,,,,
736,4.0,3.0,Seattle,USA,USD,2023-05-30 07:00:00,358,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/99af72d10dcc0ff7917659b22f46c766-p_e.jpg,False,True,False,False,False,False,False,47.688274,1998.0,-122.37431,sqft,1402.632,1150000.0,1150000.0,4127.0,False,WA,8047 14th Avenue NW UNIT B,,30952538000,1225200.0,98117,2057993162,# B,,,,,,,,,,,,,
737,2.0,3.0,Seattle,USA,USD,2023-05-30 07:00:00,358,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/9318dc0d5e451a17dfc98def3350171d-p_e.jpg,False,True,False,False,False,False,False,47.669582,1415.0,-122.368805,sqft,871.2,844900.0,844900.0,3672.0,False,WA,5603 A 9th Avenue NW,,30952538000,900100.0,98107,2058375143,,,,,,,,,,,,,,
0,3.0,3.0,Seattle,USA,USD,2024-05-20 07:00:00,2,RECENTLY_SOLD,RECENTLY_SOLD,TOWNHOUSE,https://photos.zillowstatic.com/fp/a6f5ea6f5d08828cfa9327d6ce818704-p_e.jpg,False,True,False,False,False,False,False,47.66458,1650.0,-122.34827,sqft,1624.788,970000.0,970000.0,4195.0,False,WA,4904 Linden Avenue N,800000.0,194141000,996100.0,98103,70584443,,,,,,,,,,,,,,
1,1.0,2.0,Seattle,USA,USD,2024-05-17 07:00:00,5,RECENTLY_SOLD,RECENTLY_SOLD,CONDO,https://photos.zillowstatic.com/fp/5328d84ad50c62abce80ef080572a24e-p_e.jpg,False,True,False,False,False,False,False,47.654392,878.0,-122.35035,,,560000.0,560000.0,1373.0,False,WA,3901 Fremont Avenue N UNIT 302,476000.0,453341000,560200.0,98103,48699348,Apt 302,,,,,,,,,,,,,
2,4.0,4.0,Seattle,USA,USD,2024-05-15 07:00:00,7,RECENTLY_SOLD,RECENTLY_SOLD,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/80f99a57d409daacef03c1ea4ef19d41-p_e.jpg,False,True,False,False,False,False,False,47.662956,2780.0,-122.35861,sqft,3998.808,1800000.0,1800000.0,5899.0,False,WA,4616 2nd Avenue NW,1445000.0,626141000,1805800.0,98107,49040962,,,,,,,,,,,,,,
