,zpid,homeStatus,city,homeType,bathrooms,bedrooms,isPremierBuilder,livingArea,zestimate,zipcode,longitude,latitude,abbreviatedAddress,datePostedString,dateSoldString,favoriteCount,pageViewCount,lastSoldPrice,livingAreaValue,livingAreaUnitsShort,lotAreaValue,lotAreaUnits,monthlyHoaFee,price,newConstructionType,yearBuilt,description,pricePerSquareFoot,fireplaces,garageSpaces,hasView,propertyCondition,sewer,stories,subdivisionName,taxAnnualAmount,elementarySchool,middleSchool,highSchool
311,48672421,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,1.0,2.0,False,2160.0,886200.0,98107,-122.36845,47.674835,6306 9th Avenue NW,2023-11-09,2023-12-05,0,7,850000,2160,sqft,3750.516,Square Feet,,850000,,1929,"First time on the market! Meticulous and charming 2+ bedroom Tudor with old-world character in the picture-perfect Ballard neighborhood. Gleaming hardwood floors greet you on the main level, featuring a wood-burning fireplace in the living area, a spacious, separate formal dining room, all-white kitchen with backyard access + a cozy eating nook, main-floor bedroom and a recently updated full bathroom. Upstairs, you’ll find a bedroom and large flex space ideal for a rec room, home gym, or office. Newer paint and carpet upstairs, too! The basement is unfinished with abundant storage. One car garage with plenty of off-street parking. Fully fenced backyard. Don’t miss this rare gem!",631,1,1,True,Good,Sewer Connected,2,Ballard,778,9,9,9
312,48713855,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,3.5,4.0,False,2070.0,1414200.0,98107,-122.36698,47.66718,831 NW 53rd St,,2023-12-05,0,3,1350000,2070,sqft,2043.0,Square Feet,,1350000,,2023,"831 NW 53rd St, Seattle, WA 98107 is a single family home that contains 2,070 sq ft and was built in 2023. It contains 4 bedrooms and 3.5 bathrooms. This home last sold for $1,350,000 in December 2023. 
 
The Zestimate for this house is $1,414,200. The Rent Zestimate for this home is $4,500/mo. ",631,,,False,,,,,6523,9,9,9
313,2055216375,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,4.0,4.0,False,2340.0,1402800.0,98107,-122.367905,47.667046,831 NW 53rd Street,2023-09-30,2023-12-05,0,12,1350000,2340,sqft,2012.472,Square Feet,,1350000,,2023,"Luxury builder Key Development's stunning modern new construction in the heart of Ballard. Thoughtful design, highend finishes & build quality set this home apart. Scandinavian inspired design, wide plank hardwoods, open steel stairs, custom built cabinets, Ann Sacks tile meet sustainability, HE Mitsubishi in-ceiling ductless heating/cooling, heated tile floors, & HE tankless on-demand Navian hotwater. Open floorplan & centerpiece chef's kitchen ideal for entertaining. Rooftop deck w/commanding views. Primary suite, 2nd en-suite bed/bath, 3rd flr utility rm, 1st flr mudroom & attached garage. Urban living at its finest, steps to Gilman Park pickleball courts, blocks to PCC, TJ's & T&C Market, minutes to DT Ballard or DT Fremont. A must see!",631,,1,True,Very Good,Sewer Connected,,Ballard,8000,9,9,9
314,48775953,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,4.0,False,1860.0,736100.0,98117,-122.36838,47.677757,833 NW 67th Street,2023-09-30,2023-12-04,0,6,702500,1860,sqft,2879.316,Square Feet,,702500,,1906,"Unbeatable Location!  Check out this Turn of the Century 1906, Dibbles's First Addition to Ballard!  Old World Charm with vintage features and high ceilings.  Updated double pane windows and newer roof, 10 years old.  Opportunity Knocks! 2-story with basement, 1,860 sf., 4 bedrooms, 3 on the 2nd floor with full bath & walk-in closets, Lower level bedroom with 3/4 bath.  Hardwoods underneath carpet.  Prime Ballard location close to schools, shopping, amenities, Metro Bus & much more!  Bring your Imagination!  Create your very own dream home in the heart of Ballard! Waiting for your personal design and remodel!  Don't miss out!  See it today!",631,,1,False,Average,Sewer Connected,2,Whittier,7285,10,7,9
315,48713856,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,4.0,4.0,False,2340.0,1415700.0,98107,-122.36786,47.66693,837 NW 53rd Street,2023-09-27,2023-11-30,0,16,1350000,2340,sqft,2012.472,Square Feet,,1350000,,2023,"Luxury builder Key Development's stunning modern new construction in the heart of Ballard. Thoughtful design, highend finishes & build quality set this home apart. Scandinavian inspired design, wide plank hardwoods, open steel stairs, custom built cabinets, Ann Sacks tile meet sustainability, HE Mitsubishi in-ceiling ductless heating/cooling, heated tile floors, & HE tankless on-demand Navian hotwater. Open floorplan & centerpiece chef's kitchen ideal for entertaining. Rooftop deck w/commanding views. Primary suite, 2nd en-suite bed/bath, 3rd flr utility rm, 1st flr mudroom & attached garage. Urban living at its finest, steps to Gilman Park pickleball courts, blocks to PCC, TJ's & T&C Market, minutes to DT Ballard or DT Fremont. A must see!",631,0,1,True,Very Good,Sewer Connected,,Ballard,8000,9,9,9
316,48823451,RECENTLY_SOLD,Seattle,APARTMENT,1.0,0.0,False,0.0,,98107,-122.38451,47.671867,5902 22nd Ave NW,,2023-11-30,0,3,4096500,0,sqft,5000.0,Square Feet,,4096500,,2015,"Karma Residential features furnished Micro Studios in Ballard! All utilities included! Pets welcomed!

Call Kim at 808-280-9147 mention *5902*

Apply today and reserve your unit at www.karmaresidential.com

~

$40 Application Fee
$250 Non refundable Admin Fee
$500 Deposit ($200 Non refundable towards move out fees)
First month's rent due at move in

BALLARD 5902
5902 22nd Ave NW
Seattle, WA 98107

/ ballard / micro studios / shared kitchens / furnished / pet friendly / all utilities included / private bathrooms / built green / on site laundry /

(RLNE2516525)",631,,,False,,,,,31992,8,7,9
317,48830830,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,4.0,False,2710.0,848700.0,98117,-122.390076,47.67919,6753 26th Avenue NW,2023-10-25,2023-11-30,4,32,795000,2710,sqft,5100.876,Square Feet,,795000,,1905,"Here is your chance to own a City of Ballard classic home! Built before Ballard was annexed by Seattle, this appealing 1905 home was part of the original building boom in the Salmon Bay area. The welcoming covered front porch and Bay window harken back to times gone by.  French doors open to a large living/dining area, kitchen and main floor bedroom, sun room & bath. There have been many updates to the house over the last 100 years; and more to come to revive its vintage glory. Upstairs there are 2 bedrooms and a full bath. Downstairs has prime space for expanding the living areas for play or work space. Superb location close to shops and restaurants. Newer roof. Don’t miss peekaboo views of the mountains and space needle!",631,1,,False,Fair,Sewer Connected,2,Ballard,8336,8,7,9
318,48939896,RECENTLY_SOLD,Seattle,TOWNHOUSE,3.0,3.0,False,1868.0,1155600.0,98117,-122.39655,47.68934,8354 31st Avenue NW,2023-10-11,2023-11-30,0,3,1099000,1868,sqft,3998.808,Square Feet,50,1099000,,2023,"Sunset Hills Modern New Construction! This gorgeous home offers over 1,800 sq feet of thoughtfully designed spaces with 3 bedrooms + den, and 2.25 baths. Featuring designer touches, an open floor plan, gourmet kitchen w/ large quartz countertops, stainless steel appliances, and abundant natural light throughout. Spacious West-facing primary bedroom w/ vaulted ceilings, en-suite bathroom w/ dual vanity, large walk-in shower. Mini-split heating and cooling on main and upper, with upper-level laundry room. Includes one off-street parking wired for EV charging. Just steps to Golden Gardens, local cafes, restaurants and all the area has to offer. Buyer bonus/rate buy down available through preferred lender.",631,,,False,,,,Sunset Hill,10000,8,7,9
319,49012790,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,4.0,False,4760.0,1764100.0,98117,-122.39936,47.67552,3221 NW 65th Street,2023-12-01,2023-11-30,0,12,1175000,4760,sqft,8102.16,Square Feet,,1175000,,1905,"Sunset Hill gem on generous 8,100 sq ft lot! Charming 4 bed main house. 1 bed 1 bath DADU plus detached single car garage crowned by a fully fenced yard and beautiful rose garden.",631,,1,True,Fair,Sewer Connected,2,Sunset Hill,10411,8,7,9
320,49012864,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,4.0,False,3210.0,1979100.0,98107,-122.404396,47.674393,6214 37th Avenue NW,2023-10-13,2023-11-30,2,27,2000000,3210,sqft,7697.052,Square Feet,,2000000,,1931,"Exceptional 1931 Sunset Hill one-family residence. Immerse in charm, majestic views & spectacular gardens as the Hughbanks legacy passes on to a new generation. Panoramic views stretch from Shilshole Bay to Whidbey Island, all framed by the breathtaking backdrop of the Olympic Mnts. Enchanted gardens offer year round blooms of exquisite plant varieties. Savor endless sunsets, & the scent of salt air. Versatile 3,210 sq ft, 4bed/2BA floor-plan. Upper floor boasts refinished HW floors, fresh paint & carpet. High-ceiling bsmt w/finished office. Huge detached 2-car garage. Located on a private alley btwn dead-end streets just mins to Ballard & amenities. Homes & gardens this special aren't to be missed! Gather, enrich lives & create memories.",631,2,2,True,Very Good,Sewer Connected,2,Sunset Hill,14844,8,7,9
321,83228871,RECENTLY_SOLD,Seattle,CONDO,1.0,1.0,False,791.0,476300.0,98107,-122.3826,47.667618,5440 Leary Ave NW,,2023-11-30,0,4,462500,791,sqft,1.0457070707070708,Acres,250,462500,,2007,"Stylish and convenient living is here! Canal      Station-top floor Junior Suite with spacious closet and wall      safe. Kitchen features granite counters, Stainless Steel      appliances and opens to dining and living space. Washer and      dryer in over sized closet with extra storage room. Be part      of a vibrant scene with nearby shops, restaurants, farmer's      market - 99 WalkScore. Desirable pet-friendly building      features a welcoming lobby, business center, fitness room,      sauna, hot tub, conference room and community lounge with TV      and Kitchen. Storage closet included along with parking space      in private garage.",631,,,True,,,,,,8,7,9
322,84757276,RECENTLY_SOLD,Seattle,CONDO,1.0,1.0,False,683.0,485700.0,98107,-122.38297,47.667664,5440 Leary Avenue NW UNIT 325,2023-10-27,2023-11-30,0,2,462500,683,sqft,,sqft,356,462500,,2007,"The best of city living in the sought-after Canal Station. Right in the heart of bustling Ballard! Enjoy a lush tree outlook from this stunning condo. This unit includes a deck with trees, and hummingbirds if you’re lucky. Spacious bedroom with a walk-in closet, modern kitchen with granite counters, cherry cabinets, tile backsplash, and SS appliances. Secure garage parking and storage. Community features include Concierge service, fitness room, sauna, hot tub, patio with BBQ, and clubroom. Located near parks and bike trails. Steps to some of Seattle's best restaurants, craft breweries, boutiques, and Ballard’s famous Sunday Farmers Market. Incredible 97 Walk Score!",631,,1,True,,,1,Ballard,3381,8,7,9
323,241742854,RECENTLY_SOLD,Seattle,TOWNHOUSE,2.0,3.0,False,1880.0,1127800.0,98117,-122.37532,47.67885,6735A Alonzo Ave NW,,2023-11-30,0,0,1074000,1880,sqft,1812.0,Square Feet,,1074000,,2016,"6735A Alonzo Ave NW, Seattle, WA 98117 is a townhome home that contains 1,880 sq ft and was built in 2016. It contains 3 bedrooms and 2 bathrooms. This home last sold for $1,074,000 in November 2023. 
 
The Zestimate for this house is $1,127,800. The Rent Zestimate for this home is $3,997/mo. ",631,,,False,,,,,7401,10,7,9
324,2068051486,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,3.0,False,1943.0,1118600.0,98117,-122.37545,47.67885,6735 Alonzo Avenue NW UNIT A,2023-10-06,2023-11-30,0,2,1074000,1943,sqft,1812.096,Square Feet,,1074000,,2016,"$20,000 closing cost credit! Stunning tri-level modern home in the heart of Ballard. With abundant natural light & high-end finishes throughout, this home is a standout! Spacious open layout on the main level w/ well-appointed kitchen - 2021 remodel incl oversize quartz waterfall island and italian large-format tile flooring. Lower level features 2 BRs + full bath. Top floor primary bedroom suite is a welcome retreat w/ lovely downtown & Mt Rainier views + large bath w/dual sinks + wet room. Enjoy mountain & city views from the rooftop deck w/ water & gas hookups to make entertaining a breeze. Amazing Ballard location less than 1 block to bakeries/restaurants: Rosellini's, Delancey's, Frankie & Jo's, Essex Bar, & all neighborhood amenities!",631,1,,True,,Sewer Connected,2,Whittier,6592,10,7,9
325,48710806,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,3.0,4.0,False,2750.0,1835500.0,98107,-122.40089,47.671036,3259 NW 59th Street,2023-10-28,2023-11-29,0,5,1750000,2750,sqft,6398.964,Square Feet,,1750000,,1940,"View home on 6400sf corner lot in desirable Sunset Hill available now.  Completely remodeled in 2023, this home features fully updated systems, and high end finishes throughout the naturally lit open floor plan with excellent flow and bedroom layout.  The elevated top floor primary suite has Sound and mountain views, along with a luxe bathroom addition complete with vaulted ceilings, heated floors, & waterfall shower.  Fully updated kitchen & dining area with new cabinets, MSI quartz counters, Smeg range, and Rejuvenation Hardware & lighting.  Basement has heated floors, a perfect guest bedroom, Family room, wet bar, huge laundry room, and garage access. Attached garage wired for EV charging. Large south facing deck & back yard off kitchen.",631,2,1,True,,Sewer Connected,2,Sunset Hill,10236,8,7,9
326,48823244,RECENTLY_SOLD,Seattle,TOWNHOUSE,4.0,3.0,False,2270.0,1362700.0,98107,-122.3866,47.673603,2243 NW 62nd Street,2023-08-22,2023-11-28,0,7,1299000,2270,sqft,1663.992,Square Feet,,1299000,,2022,"No expense spared on this luxury stand-alone townhome in the fantastic Adams neighborhood! All bedrooms have A/C & bathrooms w/ heated floors (½ bath too). Quartz counters, Bosch & Fisher Paykel SS appliances, induction stove, bountiful kitchen storage, dual hybrid water heaters, Cat-6 wiring & EV-charging. Insulated interior walls, solid core doors & cast iron drain pipes help keep this home nice & quiet. 8’ & 9’ ceilings, Garapa hardwood deck tiles, dimmable lights, Anderson A-Series windows & 3-point locking system doors, automatic closet lights, private garage w/ insulated floor, & commercial-grade fire suppression system reflect the thoughtful design & high-end construction of this fantastic Built Green home.",631,1,1,True,,Sewer Connected,,Seattle,9271,8,7,9
327,342977643,RECENTLY_SOLD,Seattle,TOWNHOUSE,3.0,3.0,False,2160.0,1353400.0,98107,-122.3866,47.673603,2243 NW 62nd St,,2023-11-28,0,2,1299000,2160,sqft,1665.0,Square Feet,,1299000,,2022,"2243 NW 62nd St, Seattle, WA 98107 is a townhome home that contains 2,160 sq ft and was built in 2022. It contains 3 bedrooms and 3 bathrooms. This home last sold for $1,299,000 in November 2023. 
 
The Zestimate for this house is $1,353,400. The Rent Zestimate for this home is $4,500/mo. ",631,,,False,,,,,10053,8,7,9
328,2057747717,RECENTLY_SOLD,Seattle,TOWNHOUSE,2.0,2.0,False,997.0,677200.0,98107,-122.384094,47.6722,2043 C NW 60th Street,2023-08-24,2023-11-28,0,22,649950,997,sqft,744.876,Square Feet,,649950,,2023,"LAST HOME W/AN INCLUDED DESIGNATED OFF-STREET & EV-READY PARKING PAD! Tucked in prime Ballard, this coveted corner new construction home boasts an efficient and open layout with an abundance of natural light on every level with window-lined exteriors. Inviting gourmet kitchen w/gas stove, SS appliances, two-toned sleek cabinetry & graceful living space on the first floor.  Top-floor primary suite w/spa-like bath & spacious closet. 2nd bedroom w/ private bath on 2nd floor. Entertainer's rooftop deck w/gas, water & electricity connections. This urban oasis offers the best of city living. With a WalkScore of 97, you'll have access to top-rated eateries, trendy shops, Ballard Locks & all that Ballard has to offer. 4-Star Built Green!",631,,,True,Very Good,Sewer Connected,,Ballard,1,8,7,9
329,48700975,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,4.0,4.0,False,3450.0,2492000.0,98107,-122.4033,47.672382,3534 NW 60th Street,2023-09-21,2023-11-27,0,14,2375000,3450,sqft,6006.924,Square Feet,,2375000,,2014,"Sunset Hill introduces this expansive Green Canopy Home w/ captivating views of Puget Sound & the Olympic Mountains. This eco-conscious residence boasts energy-efficient systems for sustainable living. W/ 4 bedrooms & 3.5 bathrooms, it includes a primary en-suite w/ a spacious closet & a private deck (pre-plumbed for a hot tub). The upper floor offers a generous dining, living & kitchen space, complete w/ a powder bathroom & a convenient study nook. Don't miss the pre-installed elevator shaft, ready for your convenience, granting seamless access to all 3 floors. Fabulous location, providing convenient access to local shops, eateries, the Ballard Locks, Golden Gardens, Shilshole Marina & all the amenities of Ballard. Take in those views!",631,,1,True,Very Good,Sewer Connected,2,Sunset Hill,20304,8,7,9
330,48822843,RECENTLY_SOLD,Seattle,CONDO,2.0,2.0,False,780.0,498400.0,98107,-122.373985,47.672653,6009 14th Avenue NW UNIT B1,2023-10-19,2023-11-27,0,1,475000,780,sqft,,sqft,355,475000,,1990,"Fully updated & move in ready condo in heart of Ballard! Gorgeous new LVP light oak floors throughout. Fresh interior paint. Huge primary bedroom w/ attached bathroom & walk-in closet. Large second bedroom & 2nd bath. Remodeled kitchen includes- new cabinets, new marble counters, new fridge, new microwave, new tile! Marble wrapped wood burning fireplace. Tons of closet space and storage. In unit Washer/Dryer. New hot water tank 2023. 1 covered parking. Private unit w/ no shared walls that looks out to neighborhood greenbelt Gemenskap Park! Small building w/ low HOD's, no upcoming special assessments. Pet friendly! No rental cap- short term rentals ok. Walk score 93! Bike score 92! Close to transit, grocery, breweries & so much more.",631,1,,False,,,1,Ballard,3311,9,9,9
331,241742855,RECENTLY_SOLD,Seattle,TOWNHOUSE,2.0,3.0,False,1510.0,893100.0,98117,-122.373764,47.678062,6706 14th Avenue NW UNIT A,2023-09-27,2023-11-27,0,4,850000,1510,sqft,997.524,Square Feet,,850000,,2016,"Chic sophistication sits grand in the fabulously walkable Whittier Heights neighborhood. This 1-owner STANDALONE home awaits it’s new arrivals to enjoy modern living at its best! 2 bedrooms/offices on lower level w/ full bath. Beautifully appointed kitchen, glass tile backsplash, quartz countertops & SS appliances. Cozy fireplace, soaring ceiling height, & radiant in-floor heating. Top floor owners-suite w/ large walk in closet & spa-like bath. Rooftop deck w/ sweeping views south to Mt Rainier, & Ballard. Enviable location within an easy stroll to fabulous restaurants & bars, including; Delaney Pizza, Essex, the Fat Hen & more! Just blocks to highly rated Whittier Elem. & Ballard High. Dedicated off-street parking on low-traffic street.",631,1,,False,,Sewer Connected,,Whittier,6227,10,7,9
332,339940721,RECENTLY_SOLD,Seattle,TOWNHOUSE,2.0,3.0,False,1669.0,885600.0,98117,-122.37238,47.69019,8348 E 13th Avenue NW UNIT NB-5,2023-05-18,2023-11-27,0,1,849900,1669,sqft,1363.428,Square Feet,23,849900,,2023,"Don't miss this incredible opportunity! Timeless design, classic lines & superior craftsmanship in a park-like setting. This street-front, West-facing home is a step above: upgrades include: laminate hardwood throughout the home, heated primary bath floor, great room gas fireplace, 36"" range, & more. Deeded parking, a mtn-view roof deck (w/outlets, in-wall lighting, nat. gas & H2O, privacy, & mtn views) and more in this spectacular location. Main floor provides access to arbored rear patio & features a bright & func. kit. w/ workspace island, Bosch appl., & flat front cabinets. 2nd level=2 bedrooms, full bath, & utility. The primary suite encompasses the 3rd floor-Spacious bath w/ sep toilet, walk-in shower, & ample closet space.",631,1,,True,Very Good,Sewer Connected,,Crown Hill,1,10,7,9
333,2055231820,RECENTLY_SOLD,Seattle,TOWNHOUSE,4.0,4.0,False,2133.0,1269300.0,98107,-122.3918,47.674644,2638 NW 63rd Street,2023-09-29,2023-11-22,0,4,1289950,2133,sqft,1568.16,Square Feet,,1289950,,2023,"From well-established local builder, Blackwood Homes, three new homes centrally located in Ballard. Thoughtful design with flexibility in mind. Main floor features a beautiful kitchen with large island & stylish fixtures. Plenty of space for dining table and sizable living room. Upper floors contain four spacious bedrooms plus dedicated office. Vaulted ceiling in primary suite creates grand feel. Ductless mini splits provide heat and air conditioning for energy-efficient all-season comfort. Large rooftop deck is perfect for BBQs and effortless outdoor space. Designated EV-capable off street parking.",631,,,False,,Sewer Connected,,Ballard,1,8,7,9
334,2056867321,RECENTLY_SOLD,Seattle,CONDO,2.0,2.0,False,1129.0,688300.0,98107,-122.36474,47.674942,6224 B 7th Avenue NW UNIT B,2023-10-06,2023-11-22,0,10,660000,1129,sqft,866.844,Square Feet,46,660000,,2023,"NEW PRICE. Sophisticated new construction in Ballard built by respected local builder Waltier Homes. Well-crafted 2BR + Office, 1.75BA home with one designated parking spot. This home features locally sourced soft close cabinets, beautiful wide plank engineered hardwood flooring, and quartz slab countertops. The LDK floor features a well appointed kitchen with stainless steel appliance package, open floorplan, and abundant natural light. The lower-level offers a bedroom and full bath plus a home office for your WFH space. The 3rd level ensuite bedroom offers privacy and luxury. Well located to amenities of Ballard, Phinney, and Green Lake, and mere steps to fab hangouts Mainstay Provisions, The Blue Glass, and Joli. Permanent 5.75% Rate.",631,,,True,,,,Ballard,5000,9,9,9
335,48712060,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,3.0,4.0,False,2330.0,1533700.0,98117,-122.3966,47.683723,7520 31st Avenue NW,2023-11-01,2023-11-21,0,7,1460000,2330,sqft,5566.968,Square Feet,,1460000,,1941,"Gorgeous Sunset Hill home featuring an updated open cook's kitchen with granite counters, stainless appliances & tons of storage. You'll love relaxing in front of the fireplace in the living room & entertaining in the dining room overlooking the quiet, private backyard & patio. The luxurious primary suite features vaulted ceilings, tons of light from east & west and a spa-like bathroom with walk-in shower, clawfoot tub & more. As  practical as beautiful, don't miss the additional bedrooms, downstairs family room, den, half-bath, utility room + storage and the detached garage. The downstairs is ideal for an ADU or private office. Be sure to walk around the serene fully fence backyard. All moments away from the Best of Ballard & Seattle.",631,1,1,True,Very Good,Sewer Connected,2,Sunset Hill,10537,8,7,9
336,48822849,RECENTLY_SOLD,Seattle,CONDO,1.0,1.0,False,502.0,372900.0,98107,-122.373985,47.672653,6009 14th Ave NW UNIT 301,,2023-11-21,0,4,355000,502,sqft,5012.0,Square Feet,,355000,,1990,"6009 14th Ave NW UNIT 301, Seattle, WA 98107 is a condo home that contains 502 sq ft and was built in 1990. It contains 1 bedroom and 1 bathroom. This home last sold for $355,000 in November 2023. 
 
The Zestimate for this house is $372,900. The Rent Zestimate for this home is $1,595/mo. ",631,,,True,,,,,2815,9,9,9
337,2055230726,RECENTLY_SOLD,Seattle,TOWNHOUSE,4.0,4.0,False,2602.0,1199500.0,98107,-122.39111,47.673977,2622 NW 62nd Street UNIT A,2023-09-29,2023-11-21,0,7,1149900,2602,sqft,1189.188,Square Feet,,1149900,,2023,"This stunning Ballard townhouse showcases the perfect blend of design & function. Home impresses with 4 beds, 3.25 baths, real hardwoods & top of the line finishes throughout. Lower level features large storage space, generous sized bedroom and attached full bath. Main level lends itself to luxurious living with large windows, open concept living room and well appointed kitchen featuring two tone cabinetry, s/s appliances, Thermador range and quartz counters. Upper levels feature two bedrooms, full bath and Primary suite w/attached bath and walk-in closet. Mini split cooling, assigned parking space and expansive rooftop deck showcasing city & mountain views. Just steps from all the conveniences Downtown Ballard has to offer.",631,,,True,,Sewer Connected,,Ballard,,8,7,9
338,48660180,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,3.0,4.0,False,3440.0,1764600.0,98117,-122.39225,47.68875,8071 Earl Avenue NW,2023-10-10,2023-11-17,0,9,1678500,3440,sqft,4168.692,Square Feet,,1678500,,2005,"Imagine the clean scent of salt water, a ship's fog horn echoing through brisk morning air. Few areas exist to experience this beauty, Ballard's Loyal Heights neighborhood is one of them humbly set aside from the everyday hustle. Amenities such as Golden Gardens Beach and the Burke Gillman Trail mesh seamlessly with nationally recognized eateries and cultural experiences. Nestled among such a cherished area is this rare 3,440sf 4 bed + office, 2.5 bath home. An open concept main floor is elevated with cozy gas fireplace, updated kitchen and powder room. All four bedrooms including proper primary suite w/ soaking tub exist on level 2, fresh carpet and newly painted throughout. Pro, low maintenance rain garden ensures hassle free landscaping.",631,1,1,True,,Sewer Connected,,Loyal Heights,12154,8,7,9
339,48955859,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,1.0,3.0,False,1630.0,762200.0,98117,-122.37118,47.676388,6513 11th Ave NW,,2023-11-17,0,3,725000,1630,sqft,5200.0,Square Feet,,725000,,1907,"6513 11th Ave NW, Seattle, WA 98117 is a single family home that contains 1,630 sq ft and was built in 1907. It contains 3 bedrooms and 1 bathroom. This home last sold for $725,000 in November 2023. 
 
The Zestimate for this house is $762,200. The Rent Zestimate for this home is $3,410/mo. ",631,,,False,,,,,7774,10,7,9
340,49131639,PENDING,Seattle,SINGLE_FAMILY,3.0,6.0,False,1880.0,,98117,-122.36902,47.687603,8022 10th Avenue NW,2024-04-25,2023-11-17,100,1062,730000,1880,sqft,3750.516,Square Feet,,1200000,,1982,"Welcome to your tranquil haven in Whittier Heights, where sophistication and comfort intertwine effortlessly. Natural light floods every space, illuminating the chef's delight kitchen with high-end appliances, a spacious island, and custom cabinets. Enjoy breathtaking views of the majestic Cascades and Mount Rainier from your private master patio, setting the scene for unparalleled beauty. Upstairs, two bedrooms offer convenience near the primary suite w/ its own en-suite & private patio. Downstairs reveals a hidden gem—a private 4th bedroom and second living space, ideal for multi-generational living or a home office. The oversized backyard- w/ access from the second living room creates the perfect backdrop for any occasion. Welcome home!",631,1,2,True,Very Good,Sewer Connected,,Whittier,506,10,7,9
341,54274949,RECENTLY_SOLD,Seattle,TOWNHOUSE,3.0,3.0,False,1460.0,841000.0,98107,-122.377914,47.665516,1537 NW 51st Street,2023-10-19,2023-11-17,0,7,800000,1460,sqft,1097.712,Square Feet,,800000,,2001,"The best of Ballard awaits you in this rare gem! Quality built craftsman townhouse just blocks from Historic Ballard Avenue. Formal slate entry leads you up brand-new hardwood stairs to the sunny eat-in kitchen with brand new quartz countertops, stainless steel appliances, gleaming hardwood floors & maple cabinets. Large living room w/ gas fireplace & balcony complete the main floor. Upper floor has 2 big beds w/ vaulted ceilings + tiled bath w/ skylight. Full size attached garage w/ additional parking space outside, fenced courtyard entry, ideal location! Just mins from the heart of Ballard where you can enjoy cafes, craft breweries, & the Sunday Farmers Market. Walkscore of 95. Easy trip Downtown or SLU by bike, car, or bus. No HOA.",631,1,1,True,,Sewer Connected,,Ballard,5943,8,7,9
342,2054528967,RECENTLY_SOLD,Seattle,CONDO,2.0,3.0,False,1085.0,949900.0,98117,-122.3963,47.67645,3011 NW 66th Street,2023-11-03,2023-11-17,0,21,910000,1085,sqft,1642.212,Square Feet,15,910000,,2023,"Welcome to this Sunset Hill new construction cottage. This detached home includes open concept living and dining space, in a a spacious two-story layout. Kitchen features large dutch door refrigerator and custom tile backsplash, creating a clean and timeless feel. Ideal, flexible floor plan with all three bedrooms upstairs. Primary suite includes vaulted ceilings with large ensuite. Premium curated finishes throughout the home provide an elevated atmosphere. Recessed mini splits offer year-round energy efficient comfort without taking up valuable wall space. EV-ready attached garage  & fenced back yard complete this spacious home. Blocks to Shilshole and downtown Ballard, options for recreation, dining & nightlife abound.",631,,1,True,,,2,Sunset Hill,1,8,7,9
343,2055863946,RECENTLY_SOLD,Seattle,TOWNHOUSE,2.0,2.0,False,1233.0,711800.0,98117,-122.377556,47.68814,8044 B 16th Avenue NW,2023-08-24,2023-11-17,0,5,675000,1233,sqft,622.908,Square Feet,,675000,,2023,"Get a rate in the 5%’s - ask about rate buydown program! Welcome to Blackwood’s newest collection in Loyal Heights designed by B9 Architects! White panel siding & dark-wood exteriors come together to form sleek, sustainable move-in-ready homes on a tree-lined street. This home boasts a bright, open concept living level, & floor-to-ceiling windows throughout! The corner kitchen offers quartz counters, local cabinetry & SS appliances. The guest bed & bathroom are adjacent to the bonus den space – great for working from home! Your primary suite offers a spacious walk-in closet, dual-sink vanity & large walk-in rain shower. Above, retreat to your sunny roof deck! Quiet but proximal to the new Met Market, bus lines & Ballard just down the road!",631,,,True,Very Good,Sewer Connected,,Ballard,1,8,7,9
344,49045130,RECENTLY_SOLD,Seattle,SINGLE_FAMILY,2.0,2.0,False,2000.0,1114600.0,98107,-122.39503,47.672745,2847 NW 61st Street,2023-10-31,2023-11-16,0,16,1060000,2000,sqft,5000.688,Square Feet,,1060000,,1923,"Charming Craftsman home near the heart of Ballard, the Locks & Botanical Garden! This sweet home features a fully renovated kitchen, full & half bathrooms in the main house. Floor plan easily allows cook to chat with guests during meal prep & smart butler pantry allows better flow. Built-in storage & organizers in bedrooms provide space for everything. On-demand hot water means warm showers, always. Electrical updated throughout the home! Detached studio with three quarter bath & murphy bed quickly shifts space from a work or hobby area to guest space or potential rental! Pre-inspection & sewer scope completed for easy buying. Minutes to everything that Ballard has to offer – shops, banks, restaurants, hospital, grocery stores and more!",631,1,,True,Good,Sewer Connected,1,Sunset Hill,7834,8,7,9
